Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME,is_alive,age,is_in_age_range
fed64d56-eb2b-f7ca-a790-c8b99d9af7dc,1979-12-15,,999-85-2668,S99970255,X79488761X,Mr.,Benjamín452,,Banda20,,,D,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,527 Harber Road,Longmeadow,Massachusetts,Hampden County,25013,01106,42.077688479213016,-72.60059661920876,56190.39,99356.88,591726,True,46.25872689938399,True
d460615c-a77a-1f95-5ca4-2ba9548f6922,1986-06-02,,999-26-3388,S99929952,X70118693X,Mr.,Bernardo699,Joaquín233,Soto31,,,D,white,hispanic,M,San Juan  Puerto Rico  PR,1055 Weber Center Unit 18,Lawrence,Massachusetts,Essex County,25009,01841,42.64744784307565,-71.18148688013848,53243.42,36600.59,55206,True,39.794661190965094,True
7d6c2400-3ef0-bb06-b53d-a0861ade529f,1949-09-11,,999-77-2673,S99974483,X89415473X,Mr.,Bernie827,,Turcotte120,,,S,white,nonhispanic,M,Chelmsford  Massachusetts  US,955 Barrows Dam,Weymouth,Massachusetts,Norfolk County,25021,02190,42.27710880614679,-70.95863554121613,98786.01,191277.13,171481,True,76.51745379876797,True
e06bee2d-737c-cada-c8cd-fcee1773b6d8,1967-11-01,,999-33-6193,S99932949,X25233468X,Mr.,Berry486,Harry448,Murphy561,,,S,asian,nonhispanic,M,North Westport  Massachusetts  US,402 Thompson Esplanade,Lowell,Massachusetts,Middlesex County,25017,01852,42.59120165428644,-71.34971844373689,173937.88,104397.98,91728,True,58.379192334017795,True
8e4c62c5-a5b8-a661-7c26-8e13bb9c3bac,1961-05-27,,999-20-3265,S99958721,X4881538X,Mr.,Bradford382,,Hane680,,,D,white,nonhispanic,M,Freetown  Massachusetts  US,639 Macejkovic Annex Unit 45,Boston,Massachusetts,Suffolk County,25025,02126,42.41402373139568,-71.01639260272832,118963.60,153202.35,186023,True,64.8104038329911,True
983c33d5-6785-8ad6-be9d-92747a356050,1957-06-20,,999-93-2951,S99990488,X80005181X,Mr.,Brandon214,,Fadel536,,,M,black,hispanic,M,West Springfield  Massachusetts  US,498 Yost Walk Unit 36,Boston,Massachusetts,Suffolk County,25025,02114,42.35543932017031,-71.01045375723741,104945.28,290704.63,69306,True,68.74469541409994,True
f4c88f10-92bd-a844-1fdd-fadba2c345ec,1946-05-10,,999-16-5813,S99920841,X51076349X,Mr.,Brian582,Marcos263,DuBuque211,,,S,black,nonhispanic,M,Amherst  Massachusetts  US,911 Carroll Junction,Norwood,Massachusetts,Norfolk County,25021,02090,42.18405530610473,-71.23538247066756,316200.03,1323827.17,125008,True,79.85763175906914,True
a44a00bb-6de8-9d97-ca28-2f0205354129,1951-01-30,,999-70-8455,S99945610,X5432176X,Mr.,Britt177,Oscar384,Mante251,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,503 Kunde Glen Apt 39,Shelburne,Massachusetts,Franklin County,,00000,42.57958084948809,-72.67147429975843,158371.76,294677.68,98066,True,75.13210130047912,True
19266681-156c-f1ac-d96a-72913565faec,1983-01-04,,999-32-1204,S99954057,X51856827X,Mr.,Britt177,Richard937,Klein929,,,S,white,nonhispanic,M,Middleborough Center  Massachusetts  US,226 Kshlerin Bypass Suite 4,Ayer,Massachusetts,Middlesex County,25027,01434,42.57708333868405,-71.62008416083161,14276.35,309157.53,10377,True,43.20328542094456,True
9086fd3b-df11-ed9b-9525-8806c92bf2d9,1947-08-08,,999-68-9684,S99925907,X75145526X,Mr.,Bryon392,,Kohler843,,,D,white,nonhispanic,M,Burlington  Massachusetts  US,630 Wolf Row,Andover,Massachusetts,Essex County,25009,01810,42.68531899340519,-71.15484906599318,184995.93,117706.81,104852,True,78.61190965092402,True
bcf7f2d3-0e56-f9d2-3825-019438917116,1947-06-13,,999-92-8900,S99933885,X70855642X,Mr.,Bud153,,McCullough561,,,D,white,nonhispanic,M,Lynn  Massachusetts  US,576 Jones Bay Apt 19,Littleton,Massachusetts,Middlesex County,,00000,42.52363883257779,-71.47001013088027,390190.58,212854.38,82518,True,78.76522929500342,True
70e44767-d5b0-c134-d622-37f277cea9f6,1946-06-14,,999-89-4872,S99983980,X28033875X,Mrs.,Caitlyn56,Cristy798,Waelchi213,,Abernathy524,D,white,hispanic,F,Danvers  Massachusetts  US,727 Smitham Crossroad,Groveland,Massachusetts,Essex County,,00000,42.7596314445457,-71.03320508708748,505671.89,137108.59,84083,True,79.76180698151951,True
f0af24ba-22df-a2a6-ca80-9814fb6febff,1958-01-25,,999-17-4968,S99931469,X26638097X,Mr.,Caleb651,Mitchell808,Wiza601,,,S,white,hispanic,M,Swansea  Massachusetts  US,150 Watsica Dam,Agawam,Massachusetts,Hampden County,25013,01030,42.119665041008176,-72.69659106495038,486217.93,384529.86,58325,True,68.145106091718,True
baf5404a-df8f-5bb0-c64f-11c0bc15b895,1956-12-08,,999-64-1549,S99964067,X44713197X,Mr.,Carlton317,,Runolfsdottir785,,,M,white,nonhispanic,M,Mansfield  Massachusetts  US,399 Upton Crossroad,Lowell,Massachusetts,Middlesex County,25017,01850,42.67442359656453,-71.28076965063019,329282.76,670141.01,47875,True,69.27583846680356,True
dce95b4d-c37e-9380-2c3c-4b2068e5d693,1973-08-11,,999-13-6524,S99919007,X66905239X,Mr.,Carter549,Booker670,Schmeler639,,,S,white,nonhispanic,M,Lexington  Massachusetts  US,740 King Parade,Westport,Massachusetts,Bristol County,,00000,41.57556138030341,-71.09709784349035,141338.86,88718.06,90465,True,52.602327173169066,True
85f8f1e0-f702-9481-019c-7b9fbcdb1186,1970-12-13,,999-42-5166,S99941844,X57869419X,Mr.,Cary869,Horacio317,Spencer878,,,M,white,nonhispanic,M,Norfolk  Massachusetts  US,930 Hand Parade,Leominster,Massachusetts,Worcester County,25027,01420,42.47460947156824,-71.71346670348126,81270.43,49400.03,33124,True,55.26351813826147,True
9741f6dd-abd2-383a-18f3-725155e8ba9a,1979-12-05,,999-14-4021,S99921391,X10447677X,Mrs.,Carylon722,,Cormier289,,Gutkowski940,M,white,nonhispanic,F,Worcester  Massachusetts  US,333 Barton Trafficway,Chelsea,Massachusetts,Suffolk County,25025,02150,42.40821537784035,-71.00185101035639,266622.25,95411.63,49684,True,46.286105407255306,True
d2237c87-cc28-d540-e0a3-f303f37d94dd,1946-12-22,,999-46-9363,S99993372,X57476217X,Mr.,Chas63,Bret7,Waters156,,,M,white,nonhispanic,M,Boston  Massachusetts  US,429 Kohler Ferry,Barnstable,Massachusetts,Barnstable County,25001,02601,41.63053909172385,-70.4246418704541,15551.51,375148.79,15771,True,79.23887748117727,True
1310341c-6a89-e312-7096-2904fffe2178,1959-05-16,,999-97-2078,S99953283,X89731975X,Mrs.,Chung121,Lona294,Sipes176,,Runolfsson901,M,white,nonhispanic,F,Carver  Massachusetts  US,1044 Hackett Mission,Somerset,Massachusetts,Bristol County,25005,02726,41.73408031552206,-71.14036599074723,30740.18,1098402.31,17029,True,66.84188911704312,True
6dc78494-b5c4-3708-1850-5f0b30fe1cec,1946-10-20,,999-76-4201,S99931702,X35605534X,Mrs.,Clare187,Marcela739,Ernser583,,Hills818,M,white,hispanic,F,Somerville  Massachusetts  US,549 Baumbach Esplanade,Haverhill,Massachusetts,Essex County,25009,01832,42.81740570262093,-71.12132518044662,345495.30,1135720.83,148016,True,79.4113620807666,True
f500d507-fb68-dfa1-7b6c-ed2c9e956bc7,1948-02-07,,999-27-5633,S99929311,X64413731X,Mrs.,Claudia969,,Moreno82,,Dueñas839,D,white,hispanic,F,Bogota  Bogota  CO,1041 Schiller Run Apt 99,Windsor,Massachusetts,Berkshire County,,00000,42.49908256107594,-73.09052567188857,244624.97,1026474.01,190497,True,78.11088295687885,True
916e9111-9bfd-aee0-5047-4223f06183fc,1962-03-15,,999-29-7903,S99952580,X11901139X,Mr.,Clyde817,Cecil300,Lynch190,,,W,asian,nonhispanic,M,Chatham  Massachusetts  US,354 Stark Well Apt 9,Newton,Massachusetts,Middlesex County,25017,02458,42.327117820309894,-71.2675098219974,199607.16,20978.71,55516,True,64.01095140314852,True
e9cefaa0-33c4-ddf2-e2b1-c4b328fe71cf,1965-09-19,,999-72-4819,S99979347,X30387192X,Mr.,Colin861,Francesco636,Lemke654,,,M,white,nonhispanic,M,Vineyard Haven  Massachusetts  US,761 Zboncak Gardens,Lexington,Massachusetts,Middlesex County,25017,02421,42.48075746653314,-71.28519670707372,54543.09,131764.24,425888,True,60.49555099247091,True
075c319c-5d10-4b7a-df6f-ff3eec95feea,1981-04-26,,999-18-7605,S99954866,X9681425X,Mr.,Colin861,Erich201,Hand679,,,M,white,nonhispanic,M,Boston  Massachusetts  US,787 Rath Union Unit 18,Wilbraham,Massachusetts,Hampden County,25013,01095,42.13284700863688,-72.46898615416619,215197.90,81428.23,51748,True,44.8952772073922,True
543b817d-8b50-3bfa-068c-a5923b4ee81b,1970-12-19,,999-22-3640,S99956109,X65624158X,Mr.,Cristobal567,Peter292,Klocko335,,,D,white,nonhispanic,M,Southwick  Massachusetts  US,110 Wolff Village,Burlington,Massachusetts,Middlesex County,25017,01803,42.47805242571562,-71.20833443897963,101721.84,176077.17,116149,True,55.24709103353867,True
f1698104-2ab6-b3b7-72d3-0006ee1b2c9e,1962-04-22,,999-89-5735,S99958754,X33163782X,Mrs.,Daisey627,,Reilly981,,Skiles927,D,white,nonhispanic,F,Boston  Massachusetts  US,673 Shanahan Extension,Boston,Massachusetts,Suffolk County,25025,02111,42.37551887562476,-71.13976554971788,82623.69,1423136.06,671,True,63.90691307323751,True
db7841f3-4de8-16d8-6cf2-8cda657df0ff,1977-11-06,,999-90-5920,S99984397,X20587154X,Mr.,Damon455,Spencer878,Hoeger474,,,M,white,nonhispanic,M,Dracut  Massachusetts  US,842 Swift Approach Apt 91,Southborough,Massachusetts,Worcester County,,00000,42.32409363734908,-71.53104634328328,110268.45,8697.12,110548,True,48.36413415468857,True
36db92d1-2934-899d-28eb-4ae32f07d1c3,1947-11-12,,999-80-5052,S99952383,X11717043X,Mr.,Daniel959,Erik495,Raynor401,,,M,asian,nonhispanic,M,Lowell  Massachusetts  US,778 Leffler Center,Andover,Massachusetts,Essex County,25009,01810,42.66486894567985,-71.1985477067812,95106.39,450725.41,122049,True,78.34907597535934,True
edcf2997-99aa-bb11-c061-c0bcb31fed6f,1952-10-26,,999-66-5669,S99931539,X59177694X,Mr.,Danny396,Loyd638,Berge125,,,S,white,nonhispanic,M,Faro  Algarve  PT,958 Jones Divide,Plymouth,Massachusetts,Plymouth County,25023,02360,41.8576384880664,-70.65348603527666,107261.65,182142.81,95304,True,73.39356605065024,True
48ebb53e-ab54-3673-5625-43d5c31351eb,1946-07-01,,999-71-4965,S99917268,X46661902X,Mrs.,Darlene91,Fallon874,Greenfelder433,,Romaguera67,D,white,nonhispanic,F,Falmouth  Massachusetts  US,811 Wiza Well Suite 38,Milford,Massachusetts,Worcester County,25027,01757,42.16232150019241,-71.48065056384206,295074.14,2081211.14,177991,True,79.71526351813826,True
f9c826b9-621a-7833-33b3-b6e090574a53,1956-03-13,,999-12-8309,S99990889,X314998X,Mr.,Darnell564,Melvin857,Jenkins714,,,M,white,nonhispanic,M,Winthrop  Massachusetts  US,1040 Jones Mission Apt 38,Everett,Massachusetts,Middlesex County,25017,02148,42.43654435435639,-71.10430598491895,91587.50,122406.38,34916,True,70.01505817932923,True
69e5bba9-e99b-e884-88e9-0b79b2211ec1,1971-11-26,,999-73-4183,S99915670,X36950630X,Mr.,Dave764,Boris111,Wilkinson796,,,S,white,nonhispanic,M,Natick  Massachusetts  US,660 Watsica Track,Westborough,Massachusetts,Worcester County,25027,01581,42.227904791488506,-71.60601365804796,157743.18,265510.77,119225,True,54.31074606433949,True
b9b5b52d-fbaf-5b90-e4c4-323993529d8f,1946-07-06,,999-78-7533,S99938558,X70656947X,Mr.,Demarcus108,Jerome176,Walker122,,,D,white,nonhispanic,M,Peabody  Massachusetts  US,470 Davis Club Apt 80,Braintree,Massachusetts,Norfolk County,25021,02184,42.16960966161763,-70.96415275033317,175090.88,156559.58,54988,True,79.7015742642026,True
314e740b-6595-c290-69d4-679ec5b74978,1946-07-11,,999-42-9714,S99910470,X61926342X,Mr.,Demarcus108,Vance413,Kuhlman484,,,M,white,nonhispanic,M,East Longmeadow  Massachusetts  US,947 Rice Trafficway,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.268145649476274,-71.52052695825171,208360.88,197732.90,144720,True,79.68788501026694,True
4f0a56bf-0b09-1567-7e17-297567ecaa8e,1955-06-10,,999-11-2633,S99938564,X87193773X,Mr.,Denver542,Scott935,Harris789,,,M,white,nonhispanic,M,Salem  Massachusetts  US,1082 Spinka Estate Suite 15,Winchester,Massachusetts,Middlesex County,25017,01890,42.45189028873314,-71.09788081334283,81161.72,135297.87,648465,True,70.77344284736482,True
029fe5e1-f60c-f237-bb94-4dc65d0190ff,1948-04-21,,999-75-1578,S99920252,X46152102X,Mr.,Devin82,,Green467,,,M,asian,nonhispanic,M,Haiphong  Kiến An  VN,921 Rice Dam,Foxborough,Massachusetts,Norfolk County,25021,02035,42.05587045339547,-71.28854452528857,22270.77,349413.83,3059,True,77.90828199863107,True
0909bf90-b447-56d9-20d8-37ff0cfa7bb1,1947-05-26,,999-89-5123,S99915776,X57357030X,Mrs.,Dianna917,Annamae625,Rohan584,,Waters156,D,white,nonhispanic,F,Boxborough  Massachusetts  US,607 Hudson Crossing,Watertown,Massachusetts,Middlesex County,25017,02472,42.35931320075248,-71.19936298346205,745007.61,254252.40,87002,True,78.8145106091718,True
d97266f1-34fe-81cf-51c3-33a4bb49670c,1973-03-20,,999-99-2068,S99937038,X44875471X,Mrs.,Dione665,Gabriele201,Parisian75,,MacGyver246,M,white,nonhispanic,F,Westminster  Massachusetts  US,478 Kunze Haven,Weymouth,Massachusetts,Norfolk County,25021,02191,42.26989586946151,-70.96149007026231,532987.05,338284.92,39230,True,52.99657768651608,True
63ca8664-36cb-a8a6-962f-dfd852b68dd5,1947-04-25,,999-76-8523,S99915056,X77427614X,Mr.,Dorian295,Taylor21,Mitchell808,,,M,hawaiian,nonhispanic,M,West Boylston  Massachusetts  US,857 Gleichner Walk,Brockton,Massachusetts,Plymouth County,25023,02351,42.07861780037152,-70.96829306454133,163022.53,51434.07,72901,True,78.89938398357289,True
89f551cd-f865-884f-cd14-8232084e1b1c,1971-03-22,,999-90-3963,S99910614,X37214380X,Mrs.,Dorie139,,Cremin516,,Hayes766,M,white,nonhispanic,F,Northampton  Massachusetts  US,967 Feil Lock Suite 83,Chelmsford,Massachusetts,Middlesex County,,00000,42.553579817630904,-71.39661522765613,27120.81,1026870.27,6908,True,54.992470910335385,True
a5a471b0-97d5-f4bc-e901-26ab44f6c2d1,1947-03-23,,999-44-4960,S99998847,X80818608X,Mrs.,Edda876,,Streich926,,Crona259,M,white,nonhispanic,F,Weymouth  Massachusetts  US,925 Halvorson Divide,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.92553346849972,-71.02302961001836,435084.22,1128827.22,123547,True,78.98973305954826,True
44194337-9f0d-b616-0f3a-8e6947cdba4f,1977-12-02,,999-25-2452,S99942421,X12140190X,Mrs.,Elidia194,Venetta859,Baumbach677,,Goldner995,M,white,nonhispanic,F,Holden  Massachusetts  US,439 Jacobson Lane Suite 88,Needham,Massachusetts,Norfolk County,25021,02492,42.30689503550285,-71.23970505978936,13567.46,768731.34,21681,True,48.29295003422313,True
0d3ab108-3104-e943-b125-23cc078463b3,1982-01-07,,999-81-5264,S99966228,X23444617X,Mr.,Elmo857,Max124,Jenkins714,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,1055 Bradtke Byway Apt 45,Arlington,Massachusetts,Middlesex County,25017,02474,42.427794269758834,-71.19743286709372,98598.84,101370.75,90225,True,44.19438740588638,True
851599ba-c33c-e8b1-81b8-98a51d70aae8,1970-07-13,,999-67-7063,S99924379,X54742976X,Mrs.,Elsy53,Eleni953,Schuppe920,,Wunsch504,M,white,nonhispanic,F,Boston  Massachusetts  US,475 Mayer Run,Middleborough,Massachusetts,Plymouth County,,00000,41.913821072008595,-70.85620864279211,488133.00,287793.76,117430,True,55.68240930869268,True
8fcba208-3cbc-150a-a1cd-391bba1167ad,1947-05-31,,999-11-5359,S99945920,X85577706X,Mrs.,Elva122,Chantell995,Hagenes547,,Gutmann970,W,white,nonhispanic,F,Amherst Center  Massachusetts  US,924 Dach Bay,Manchester-by-the-Sea,Massachusetts,Essex County,,00000,42.56661278661686,-70.80026571179825,287068.51,674798.64,900723,True,78.80082135523614,True
87121e92-7c9f-8825-ec0a-0850e9134b55,1982-02-02,,999-96-1657,S99967391,X75662603X,Mr.,Elvin140,Morton637,Pollich983,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,209 Robel Gardens Unit 84,South Hadley,Massachusetts,Hampshire County,,00000,42.29478540506481,-72.61400515139115,80244.66,202417.70,143787,True,44.12320328542094,True
96b1b0ff-c629-c222-665d-aa444b03ae66,1984-03-02,,999-78-7493,S99960939,X66652064X,Mrs.,Elvina437,Kimber624,Lockman863,,Lindgren255,M,white,hispanic,F,West Wareham  Massachusetts  US,533 Corkery Terrace Suite 53,Holyoke,Massachusetts,Hampden County,25013,01040,42.16392623383388,-72.66672994988564,98199.10,448048.89,24657,True,42.04517453798768,True
6d8e7f8c-6e98-bad2-ef7a-2d9856aaed4b,1953-04-12,,999-63-9025,S99951954,X13031009X,Mr.,Elvis145,,Rosenbaum794,,,M,white,nonhispanic,M,Salem  Massachusetts  US,395 Funk Dam,Milton,Massachusetts,Norfolk County,25021,02186,42.24775871924655,-71.07497063786784,101875.16,582969.38,192302,True,72.93360711841204,True
d5178b57-fbb5-d71f-a04c-5fbd2face911,1951-11-06,,999-37-1475,S99938809,X52761466X,Mr.,Elwood28,Jarod376,Greenholt190,,,S,white,nonhispanic,M,Lynn  Massachusetts  US,633 Murray Passage,Springfield,Massachusetts,Hampden County,25013,01105,42.07995008142824,-72.54239214692112,12734.12,428764.14,11710,True,74.36550308008214,True
9061360b-43e3-15a8-a820-0a5faf14fb18,1965-11-22,,999-14-1435,S99915151,X55891918X,Mr.,Emile522,Eliseo499,Maggio310,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,293 Dickens Dale,Leominster,Massachusetts,Worcester County,25027,01453,42.54992691977422,-71.83584267527995,410203.89,503124.28,48100,True,60.32032854209446,True
dedab985-539f-ef7c-e420-605f13d9c7fd,1963-12-26,,999-99-7962,S99974806,X18168531X,Mrs.,Enid644,Carmel816,Friesen796,,Fadel536,M,white,nonhispanic,F,Harwich  Massachusetts  US,521 Brekke Wall Apt 58,Barnstable,Massachusetts,Barnstable County,25001,02637,41.61558192743274,-70.41368084109202,476870.31,208674.48,46249,True,62.22861054072553,True
72471400-74a1-e767-27eb-7480f96e1da8,1963-04-12,,999-61-5617,S99956396,X22953403X,Mr.,Enoch803,Kenneth671,Flatley871,,,S,black,hispanic,M,Lowell  Massachusetts  US,131 Hessel Burg,Saugus,Massachusetts,Essex County,25009,01906,42.481471714060625,-71.06088993867574,205973.38,211837.02,61006,True,62.93497604380561,True
eb72b6d7-f771-8ce9-74da-d177eb05946f,1968-10-01,,999-33-1078,S99997249,X78377404X,Mr.,Eric487,Richard937,Dare640,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,210 Farrell Gardens,Everett,Massachusetts,Middlesex County,25017,02148,42.43127873058957,-71.04410640578531,97482.54,69799.57,69403,True,57.46201232032854,True
2d56633f-71fd-d363-6d1a-c8c1432fb259,1979-04-02,,999-21-7515,S99967217,X84465533X,Mr.,Erick204,,Grady603,,,M,white,nonhispanic,M,Randolph  Massachusetts  US,1038 Hauck Alley Apt 23,Sandwich,Massachusetts,Barnstable County,25001,02563,41.73475310084122,-70.44673363051324,81957.74,45265.07,160137,True,46.96235455167693,True
c128d199-3f25-21e2-7188-15118539a2ee,1962-03-14,,999-59-3419,S99953906,X86187238X,Mr.,Ernesto186,,Hintz995,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,176 Buckridge Gate,Northborough,Massachusetts,Worcester County,25027,01532,42.3239190106889,-71.67207153923889,105761.98,129726.85,169326,True,64.01368925393567,True
44729341-5f48-ea06-2266-fbecf10fc3c8,1974-06-21,,999-37-9833,S99942872,X10564135X,Mr.,Erwin847,,Thiel172,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,207 Hirthe Key Apt 69,Foxborough,Massachusetts,Norfolk County,25021,02035,42.034542701401655,-71.27206455954017,99643.53,70852.45,187014,True,51.742642026009584,True
389e2ea0-3c1b-1238-e36e-08579f757c75,1947-10-13,,999-98-1005,S99980114,X46624360X,Mr.,Esteban536,,Hansen121,,,S,white,nonhispanic,M,Natick  Massachusetts  US,522 King Promenade Suite 38,Boston,Massachusetts,Suffolk County,25025,02203,42.3154036509716,-71.08781107632892,16415.07,407293.78,7530,True,78.43121149897331,True
1479de26-4fb5-ac99-b1eb-f2f01454ae40,1958-08-16,,999-83-5506,S99934579,X5895564X,Mrs.,Estrella224,Marguerite497,Lubowitz58,,Heller342,D,white,hispanic,F,Winchester  Massachusetts  US,894 Lesch Byway,West Springfield,Massachusetts,Hampden County,25013,01089,42.14711347228394,-72.65318752700566,41479.11,1147628.18,19333,True,67.58932238193019,True
fe48d5e4-5ca9-bce6-6ff3-fae869800922,1952-04-02,,999-51-6652,S99924599,X35200641X,Mrs.,Fairy757,Kandi717,Abbott774,,Fisher429,M,white,nonhispanic,F,Barnstable  Massachusetts  US,631 Yost Ville,Plymouth,Massachusetts,Plymouth County,25023,02360,41.8613794115048,-70.6553384783108,218560.44,1434959.26,25372,True,73.96030116358658,True
d1baf73e-97fa-f0d0-9d18-d1b67484caee,1962-12-26,,999-68-5233,S99973880,X55215584X,Mr.,Federico589,,Bashirian201,,,M,white,nonhispanic,M,Boston  Massachusetts  US,845 Walter Crossroad Apt 39,Andover,Massachusetts,Essex County,25009,01810,42.644095453959764,-71.14150328395769,209789.26,442834.73,157048,True,63.227926078028744,True
